1 5998470 60020 21 5 13 12740.26 0.08 0.07 N O 1998-04-21 1998-03-22 1998-04-27 COLLECT COD AIR ccording to the slyly pe 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3382596 90021 22 2 38 38418.76 0.01 0.03 N O 1998-01-06 1997-11-30 1998-02-05 DELIVER IN PERSON MAIL ays fluffy th 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3365926 180021 22 2 37 40737.74 0.06 0.01 R F 1993-07-05 1993-08-15 1993-08-02 COLLECT COD FOB usly ruthless accounts are quickly. u 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3352289 122485 22 3 7 10552.36 0.00 0.04 N O 1997-07-31 1997-08-05 1997-08-11 DELIVER IN PERSON TRUCK l instructions use. s 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3347463 180021 22 7 32 35232.64 0.07 0.00 R F 1992-12-25 1993-01-13 1993-01-06 DELIVER IN PERSON TRUCK nts by the slyly pending accounts nod dar 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3329792 42509 22 2 25 36287.50 0.04 0.04 A F 1992-05-06 1992-07-13 1992-06-05 NONE RAIL carefully bold packages. flu 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3328995 194983 22 1 4 8311.92 0.08 0.08 R F 1992-07-15 1992-05-20 1992-07-31 NONE SHIP ges. express, pending 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3328867 110021 22 4 39 40209.78 0.08 0.03 R F 1993-02-25 1993-04-09 1993-03-10 TAKE BACK RETURN MAIL ies above the quickly unusual re 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3326850 110021 22 3 5 5155.10 0.04 0.00 N O 1998-02-21 1998-03-07 1998-03-14 DELIVER IN PERSON MAIL s are blithely s 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3324930 160021 22 2 35 37835.70 0.04 0.02 N O 1996-12-22 1996-11-15 1996-12-23 NONE RAIL into beans. final theodolites 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3318438 182467 22 1 26 40285.96 0.06 0.04 N O 1997-04-13 1997-04-28 1997-04-30 NONE TRUCK ound the carefully f 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3306565 137508 22 5 9 13909.50 0.08 0.01 R F 1993-09-22 1993-10-09 1993-10-21 TAKE BACK RETURN FOB ronic foxes. d 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3304993 154991 22 6 22 45011.78 0.04 0.01 N O 1996-03-10 1996-01-18 1996-03-25 COLLECT COD FOB nt foxes haggle furiously at the blith 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3302023 110021 22 4 35 36085.70 0.10 0.05 N O 1997-12-27 1998-01-17 1998-01-20 TAKE BACK RETURN RAIL blithe braids. regula 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3293443 21 22 4 18 16578.36 0.06 0.07 N O 1996-01-07 1996-01-30 1996-01-13 COLLECT COD TRUCK ully along the packages. 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3280065 97512 22 2 11 16604.61 0.07 0.03 R F 1994-05-24 1994-04-19 1994-06-14 COLLECT COD RAIL ly. bold deposits above the blithely pendi 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3268933 180021 22 4 10 11010.20 0.08 0.02 N O 1996-07-26 1996-06-16 1996-07-28 DELIVER IN PERSON RAIL ns. regular ac 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3245315 114999 22 5 17 34237.83 0.06 0.02 N O 1997-01-30 1997-02-24 1997-02-23 DELIVER IN PERSON MAIL y special theodolites cajole b 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3237794 162473 22 4 48 73702.56 0.02 0.00 N O 1998-02-14 1998-05-06 1998-02-18 NONE AIR nt, unusual pinto bea 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3237413 142479 22 1 19 28907.93 0.09 0.01 R F 1995-04-18 1995-05-10 1995-04-19 TAKE BACK RETURN TRUCK excuses are slowly regula 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3229381 177504 22 1 9 14233.50 0.04 0.02 A F 1992-08-04 1992-08-17 1992-08-24 TAKE BACK RETURN REG AIR ven packages sleep daringly. 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3227110 150021 22 2 9 9639.18 0.06 0.03 N O 1998-09-19 1998-10-13 1998-10-10 COLLECT COD RAIL p blithely blithely bold deposits; bl 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3226501 67515 22 6 49 72642.99 0.08 0.02 N O 1998-02-06 1998-02-01 1998-03-07 DELIVER IN PERSON AIR  regular asymptotes are blithely  1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3216930 70021 22 5 42 41622.84 0.05 0.05 A F 1994-06-25 1994-06-01 1994-06-27 DELIVER IN PERSON REG AIR ajole furiously. quickly  1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3215782 152476 22 3 49 74895.03 0.05 0.08 N O 1996-09-06 1996-08-15 1996-09-17 COLLECT COD REG AIR y instructions. blithely regular theodoli 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3212647 70021 22 1 8 7928.16 0.00 0.06 N O 1996-08-09 1996-06-22 1996-08-18 TAKE BACK RETURN FOB es across the blithely silent 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3186533 50021 22 1 36 34956.72 0.00 0.00 N O 1996-06-28 1996-04-18 1996-07-03 TAKE BACK RETURN SHIP ogged packages detect ironic, iron 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3184547 12518 22 5 39 55789.89 0.00 0.01 A F 1994-03-03 1994-02-19 1994-03-25 COLLECT COD SHIP uickly final accounts 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3184000 182467 22 5 30 46483.80 0.00 0.00 A F 1994-12-08 1994-12-06 1995-01-05 TAKE BACK RETURN SHIP gular Tires 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3167363 85005 22 3 41 40590.00 0.00 0.03 A F 1993-10-14 1993-08-21 1993-10-19 NONE REG AIR  deposits nod. ironic depend 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3156931 95003 22 1 44 43912.00 0.05 0.06 R F 1993-07-14 1993-07-31 1993-07-30 COLLECT COD RAIL ckages nag ideas. finally 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3155233 160021 22 4 28 30268.56 0.02 0.08 A F 1994-11-19 1994-12-20 1994-12-10 TAKE BACK RETURN REG AIR ometimes ironic asymptotes ag 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3151616 160021 22 4 15 16215.30 0.02 0.01 R F 1993-02-10 1993-04-16 1993-02-27 TAKE BACK RETURN RAIL aggle slyly above the bl 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3150820 35015 22 1 44 41800.44 0.09 0.04 A F 1995-05-02 1995-04-01 1995-05-30 NONE MAIL lithely final acco 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3145958 122485 22 3 18 27134.64 0.00 0.08 R F 1992-03-31 1992-03-20 1992-04-18 NONE TRUCK  engage daringly blithely idl 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3141253 60021 22 2 5 4905.10 0.07 0.08 N O 1998-05-27 1998-06-29 1998-06-23 DELIVER IN PERSON AIR as wake. slyly ir 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3119076 107511 22 4 46 69851.46 0.06 0.05 R F 1994-12-28 1994-10-30 1995-01-10 COLLECT COD RAIL ar, bold foxes. accounts haggle fluf 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3104641 194983 22 2 4 8311.92 0.09 0.02 N O 1996-06-20 1996-09-12 1996-07-15 TAKE BACK RETURN TRUCK ges. blithely ironic theodolite 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3104391 142479 22 3 30 45644.10 0.07 0.06 R F 1992-10-20 1992-12-12 1992-11-12 DELIVER IN PERSON TRUCK ges. furiously even 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3097988 7521 22 1 1 1428.52 0.06 0.03 N O 1995-08-28 1995-10-16 1995-09-18 COLLECT COD AIR quickly ironic ide 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3092290 87513 22 1 25 37512.75 0.07 0.00 R F 1992-03-14 1992-03-21 1992-03-25 NONE MAIL jole slyly fluff 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3084359 87513 22 3 31 46515.81 0.01 0.04 R F 1994-12-27 1994-12-26 1995-01-03 COLLECT COD SHIP  silent pains haggle across the sly 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3064996 47517 22 4 31 45399.81 0.04 0.07 N O 1995-06-20 1995-08-12 1995-07-02 DELIVER IN PERSON TRUCK he ironic, even deposits. furiously ironi 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3057120 137508 22 3 30 46365.00 0.09 0.01 N O 1997-12-17 1998-01-18 1997-12-25 COLLECT COD SHIP  requests haggle doggedl 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3055841 107511 22 3 34 51629.34 0.03 0.02 N O 1997-04-04 1997-03-02 1997-04-18 COLLECT COD REG AIR al decoys. instructions a 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3052192 27519 22 5 20 28930.20 0.09 0.02 A F 1994-07-07 1994-07-07 1994-07-24 NONE AIR sts wake across the quickly even excuses. r 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3036133 97512 22 4 18 27171.18 0.08 0.04 N O 1998-04-05 1998-04-01 1998-04-18 DELIVER IN PERSON REG AIR g packages snooze f 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3027429 190021 22 1 16 17776.32 0.05 0.07 A F 1993-07-10 1993-05-23 1993-07-17 NONE SHIP ccording to the even, unusual foxes. s 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3023622 180021 22 1 43 47343.86 0.07 0.02 N O 1995-11-14 1996-01-18 1995-11-28 NONE MAIL lar requests sleep c 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3018501 164989 22 3 6 12323.88 0.00 0.00 N O 1997-01-04 1996-11-10 1997-01-27 NONE MAIL imes final courts integrate slyly abov 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3017862 21 22 4 32 29472.64 0.10 0.01 N O 1996-06-08 1996-04-15 1996-06-19 DELIVER IN PERSON AIR  final asymptotes print ironic foxes. b 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3012768 15019 22 1 24 22416.24 0.03 0.08 N O 1997-10-21 1997-09-15 1997-11-04 NONE SHIP le after the regular requests! carefull 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 3010274 172470 22 1 46 70953.62 0.04 0.02 A F 1994-05-28 1994-07-13 1994-06-27 COLLECT COD MAIL aggle slyly after the carefully regular de 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2995520 132482 22 6 31 46948.88 0.00 0.08 N O 1995-09-11 1995-11-10 1995-09-22 COLLECT COD TRUCK endencies doze quickly regular grouches. un 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2986341 80021 22 1 8 8008.16 0.03 0.05 N O 1995-10-20 1996-01-03 1995-10-29 COLLECT COD RAIL uickly around the quickly busy deposits 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2985952 117510 22 1 24 36660.24 0.10 0.01 N O 1995-09-29 1995-09-28 1995-10-27 TAKE BACK RETURN AIR s may sleep ac 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2968770 17520 22 6 4 5750.08 0.09 0.05 N O 1996-04-13 1996-05-01 1996-05-12 NONE MAIL ids. final requests cajole. blith 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2955110 142479 22 2 9 13693.23 0.10 0.00 A F 1995-04-15 1995-06-05 1995-05-04 COLLECT COD AIR ithely ironic asymptotes detect a 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2948290 72500 22 3 20 29450.00 0.03 0.04 A F 1994-05-22 1994-07-17 1994-05-30 DELIVER IN PERSON FOB ges. blithely regula 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2930179 92494 22 4 47 69865.03 0.09 0.01 N O 1997-05-05 1997-04-20 1997-05-16 TAKE BACK RETURN MAIL ke about the pinto 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2921026 70021 22 1 33 32703.66 0.01 0.07 A F 1993-03-28 1993-03-31 1993-04-26 COLLECT COD AIR structions cajole. slyly even dolphins  1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2912070 144993 22 6 27 55025.73 0.08 0.08 R F 1994-12-16 1995-01-11 1994-12-21 COLLECT COD MAIL tions. slyly express packages sleep agains 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2910402 160021 22 3 22 23782.44 0.07 0.08 R F 1992-11-22 1992-09-28 1992-11-30 DELIVER IN PERSON FOB s cajole fluffily according to t 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2904708 180021 22 6 35 38535.70 0.08 0.00 N O 1998-04-25 1998-02-11 1998-04-27 TAKE BACK RETURN MAIL ding requests thrash blithely special 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2888096 120021 22 2 50 52051.00 0.02 0.00 N O 1996-06-10 1996-07-13 1996-07-10 COLLECT COD AIR nts. multiplie 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2881541 27519 22 4 1 1446.51 0.04 0.02 R F 1994-04-08 1994-06-19 1994-04-27 TAKE BACK RETURN MAIL ts around the slyly ironic accounts sl 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2875233 92494 22 1 32 47567.68 0.02 0.03 A F 1993-06-23 1993-05-28 1993-07-05 COLLECT COD REG AIR latelets wak 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2873638 80021 22 2 43 43043.86 0.05 0.05 R F 1992-05-20 1992-04-26 1992-06-14 NONE REG AIR ges. quickly special instructions among the 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2863463 37518 22 5 49 71319.99 0.02 0.05 N O 1996-06-13 1996-07-05 1996-06-28 COLLECT COD MAIL  enticing courts. care 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2851713 50021 22 2 24 23304.48 0.07 0.05 A F 1992-05-17 1992-06-12 1992-05-21 NONE AIR g theodolites. regular reques 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2821793 95003 22 4 29 28942.00 0.07 0.03 N O 1997-08-25 1997-10-18 1997-09-06 DELIVER IN PERSON MAIL bout the final, regu 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2805510 35015 22 1 35 33250.35 0.07 0.08 N O 1996-12-31 1997-02-04 1997-01-02 COLLECT COD MAIL  ideas. carefully special requests  1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2793542 194983 22 5 12 24935.76 0.07 0.01 N O 1996-03-29 1996-02-05 1996-04-23 DELIVER IN PERSON MAIL nic dolphins haggle: blithely special  1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2779297 85005 22 2 4 3960.00 0.04 0.05 N O 1998-08-12 1998-05-14 1998-09-08 COLLECT COD RAIL ts. idle platelets i 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2759971 32512 22 4 27 39001.77 0.02 0.01 N O 1997-12-07 1997-12-23 1997-12-13 COLLECT COD RAIL f the brave 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2758560 182467 22 6 47 72824.62 0.03 0.00 A F 1992-06-10 1992-08-14 1992-06-27 NONE MAIL e furiously pending pinto bean 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
1 2747173 164989 22 6 35 71889.30 0.07 0.08 R F 1994-03-06 1994-02-01 1994-03-16 DELIVER IN PERSON MAIL ironic escap 1 22 RUSSIA 3  requests against the platelets use never according to the quickly regular pint 
